quarter,gdp_growth,inflation,unemployment,country,quarter_str
2016-12-31,2.61487120237848,1.783086571845785,4.705,United Kingdom,2016Q4
2017-03-31,2.8190467003909347,2.1704211737116275,4.603,United Kingdom,2017Q1
2017-06-30,3.02322219840339,2.55775577557747,4.501,United Kingdom,2017Q2
2017-09-30,2.6552493864995075,2.4915268075479475,4.412,United Kingdom,2017Q3
2017-12-31,2.2872765745956247,2.425297839518425,4.323,United Kingdom,2017Q4
2018-03-31,1.9193037626917424,2.3590688714889025,4.234,United Kingdom,2018Q1
2018-06-30,1.55133095078786,2.29283990345938,4.145,United Kingdom,2018Q2
2018-09-30,1.477572962492955,2.1541560778108177,4.023,United Kingdom,2018Q3
2018-12-31,1.40381497419805,2.015472252162255,3.901,United Kingdom,2018Q4
2019-03-31,1.330056985903145,1.8767884265136925,3.779,United Kingdom,2019Q1
2019-06-30,1.25629899760824,1.73810460086513,3.657,United Kingdom,2019Q2
2019-09-30,-1.56974991113432,1.5509501265919703,3.8607500000000003,United Kingdom,2019Q3
2019-12-31,-4.39579881987688,1.3637956523188106,4.064500000000001,United Kingdom,2019Q4
2020-03-31,-7.22184772861944,1.1766411780456507,4.26825,United Kingdom,2020Q1
2020-06-30,-10.047896637362,0.989486703772491,4.472,United Kingdom,2020Q2
2020-09-30,-5.4001445166901245,1.3717078018649007,4.57,United Kingdom,2020Q3
2020-12-31,-0.7523923960182497,1.7539288999573106,4.668,United Kingdom,2020Q4
2021-03-31,3.895359724653625,2.1361499980497203,4.766,United Kingdom,2021Q1
2021-06-30,8.5431118453255,2.51837109614213,4.864,United Kingdom,2021Q2
2021-09-30,7.694759855301608,3.8692905299763525,4.59,United Kingdom,2021Q3
2021-12-31,6.846407865277715,5.220209963810575,4.316,United Kingdom,2021Q4
2022-03-31,5.998055875253822,6.571129397644797,4.042,United Kingdom,2022Q1
2022-06-30,5.14970388522993,7.92204883147902,3.768,United Kingdom,2022Q2
2022-09-30,3.9301904260112615,7.640028390594173,3.83225,United Kingdom,2022Q3
2022-12-31,2.7106769667925925,7.358007949709325,3.8965,United Kingdom,2022Q4
2023-03-31,1.4911635075739236,7.075987508824477,3.96075,United Kingdom,2023Q1
2023-06-30,0.271650048355255,6.79396706793963,4.025,United Kingdom,2023Q2
2023-09-30,0.271650048355255,6.79396706793963,4.025,United Kingdom,2023Q3
2023-12-31,0.271650048355255,6.79396706793963,4.025,United Kingdom,2023Q4
2000-03-31,4.07758575682804,3.37685727149929,3.992,United States,2000Q1
2000-06-30,4.07758575682804,3.37685727149929,3.992,United States,2000Q2
2000-09-30,3.2970739047064317,3.239185733337985,4.17675,United States,2000Q3
2000-12-31,2.5165620525848227,3.10151419517668,4.3614999999999995,United States,2000Q4
2001-03-31,1.7360502004632137,2.963842657015375,4.54625,United States,2001Q1
2001-06-30,0.955538348341605,2.82617111885407,4.731,United States,2001Q2
2001-09-30,1.1417655928655188,2.516136245767055,4.994,United States,2001Q3
2001-12-31,1.3279928373894325,2.20610137268004,5.257,United States,2001Q4
2002-03-31,1.5142200819133462,1.896066499593025,5.5200000000000005,United States,2002Q1
2002-06-30,1.70044732643726,1.58603162650601,5.783,United States,2002Q2
2002-09-30,1.9742369856281474,1.757047463219795,5.8345,United States,2002Q3
2002-12-31,2.248026644819035,1.92806329993358,5.886,United States,2002Q4
2003-03-31,2.5218163040099224,2.099079136647365,5.9375,United States,2003Q1
2003-06-30,2.79560596320081,2.27009497336115,5.989,United States,2003Q2
2003-09-30,3.05864739629291,2.3718804032937926,5.874,United States,2003Q3
2003-12-31,3.32168882938501,2.473665833226435,5.759,United States,2003Q4
2004-03-31,3.58473026247711,2.575451263159078,5.644,United States,2004Q1
2004-06-30,3.84777169556921,2.67723669309172,5.529,United States,2004Q2
2004-09-30,3.7567162555659226,2.8561142311926653,5.41775,United States,2004Q3
2004-12-31,3.665660815562635,3.03499176929361,5.3065,United States,2004Q4
2005-03-31,3.5746053755593477,3.213869307394555,5.19525,United States,2005Q1
2005-06-30,3.48354993555606,3.3927468454955,5.084,United States,2005Q2
2005-09-30,3.3087973607937977,3.351046159297635,4.96875,United States,2005Q3
2005-12-31,3.1340447860315352,3.30934547309977,4.8535,United States,2005Q4
2006-03-31,2.9592922112692723,3.267644786901905,4.73825,United States,2006Q1
2006-06-30,2.78453963650701,3.22594410070404,4.623,United States,2006Q2
2006-09-30,2.5893693018426225,3.132626195903375,4.62275,United States,2006Q3
2006-12-31,2.3941989671782347,3.03930829110271,4.6225000000000005,United States,2006Q4
2007-03-31,2.1990286325138473,2.945990386302045,4.62225,United States,2007Q1
2007-06-30,2.00385829784946,2.85267248150138,4.622,United States,2007Q2
2007-09-30,1.5312905358575208,3.099279435288785,4.9125,United States,2007Q3
2007-12-31,1.058722773865582,3.34588638907619,5.202999999999999,United States,2007Q4
2008-03-31,0.5861550118736432,3.592493342863595,5.4935,United States,2008Q1
2008-06-30,0.113587249881704,3.839100296651,5.784,United States,2008Q2
2008-09-30,-0.5589346199846396,2.790438655913313,6.6514999999999995,United States,2008Q3
2008-12-31,-1.231456489850983,1.7417770151756264,7.519,United States,2008Q4
2009-03-31,-1.9039783597173265,0.6931153744379399,8.3865,United States,2009Q1
2009-06-30,-2.57650022958367,-0.355546266299747,9.254,United States,2009Q2
2009-09-30,-1.2585770278266475,0.14335116087266475,9.348749999999999,United States,2009Q3
2009-12-31,0.05934617393037511,0.6422485880450766,9.4435,United States,2009Q4
2010-03-31,1.3772693756873977,1.1411460152174882,9.53825,United States,2010Q1
2010-06-30,2.69519257744442,1.6400434423899,9.633,United States,2010Q2
2010-09-30,2.41249614749208,2.019242973947925,9.462,United States,2010Q3
2010-12-31,2.12979971753974,2.39844250550595,9.291,United States,2010Q4
2011-03-31,1.8471032875874,2.777642037063975,9.12,United States,2011Q1
2011-06-30,1.56440685763506,3.156841568622,8.949,United States,2011Q2
2011-09-30,1.7455834899009026,2.8849654927816677,8.729,United States,2011Q3
2011-12-31,1.926760122166745,2.6130894169413352,8.509,United States,2011Q4
2012-03-31,2.1079367544325875,2.3412133411010023,8.289000000000001,United States,2012Q1
2012-06-30,2.28911338669843,2.06933726526067,8.069,United States,2012Q2
2012-09-30,2.2462925644989653,1.918211112852295,7.8955,United States,2012Q3
2012-12-31,2.2034717422995,1.76708496044392,7.722,United States,2012Q4
2013-03-31,2.160650920100035,1.615958808035545,7.548500000000001,United States,2013Q1
2013-06-30,2.11783009790057,1.46483265562717,7.375,United States,2013Q2
2013-09-30,2.2193275268353476,1.5041802360724201,7.07325,United States,2013Q3
2013-12-31,2.3208249557701253,1.54352781651767,6.7715,United States,2013Q4
2014-03-31,2.4223223847049025,1.58287539696292,6.46975,United States,2014Q1
2014-06-30,2.52381981363968,1.62222297740817,6.168,United States,2014Q2
2014-09-30,2.629252473939893,1.2463240169442402,5.946,United States,2014Q3
2014-12-31,2.734685134240105,0.8704250564803105,5.724,United States,2014Q4
2015-03-31,2.8401177945403173,0.49452609601638087,5.502000000000001,United States,2015Q1
2015-06-30,2.94555045484053,0.118627135552451,5.28,United States,2015Q2
2015-09-30,2.664025710600815,0.40436615309067825,5.17725,United States,2015Q3
2015-12-31,2.3825009663611,0.6901051706289054,5.0745000000000005,United States,2015Q4
2016-03-31,2.100976222121385,0.9758441881671326,4.97175,United States,2016Q1
2016-06-30,1.81945147788167,1.26158320570536,4.869,United States,2016Q2
2016-09-30,1.97899418304252,1.4787149051939226,4.7405,United States,2016Q3
2016-12-31,2.13853688820337,1.695846604682485,4.612,United States,2016Q4
2017-03-31,2.29807959336422,1.9129783041710475,4.4835,United States,2017Q1
2017-06-30,2.45762229852507,2.13011000365961,4.355,United States,2017Q2
2017-09-30,2.584842991147065,2.20822832697675,4.2402500000000005,United States,2017Q3
2017-12-31,2.71206368376906,2.28634665029389,4.125500000000001,United States,2017Q4
2018-03-31,2.8392843763910554,2.36446497361103,4.01075,United States,2018Q1
2018-06-30,2.96650506901305,2.44258329692817,3.896,United States,2018Q2
2018-09-30,2.87083513529185,2.28498999151118,3.83925,United States,2018Q3
2018-12-31,2.7751652015706503,2.12739668609419,3.7824999999999998,United States,2018Q4
2019-03-31,2.67949526784945,1.9698033806772,3.72575,United States,2019Q1
2019-06-30,2.58382533412825,1.81221007526021,3.669,United States,2019Q2
2019-09-30,1.3971117155057726,1.66755365552173,4.765499999999999,United States,2019Q3
2019-12-31,0.21039809688329525,1.52289723578325,5.862,United States,2019Q4
2020-03-31,-0.9763155217391821,1.37824081604477,6.958499999999999,United States,2020Q1
2020-06-30,-2.16302914036166,1.23358439630629,8.055,United States,2020Q2
2020-09-30,-0.10850862215985746,2.0996530131390725,7.3785,United States,2020Q3
2020-12-31,1.946011896041945,2.9657216299718554,6.702,United States,2020Q4
2021-03-31,4.0005324142437475,3.831790246804638,6.0255,United States,2021Q1
2021-06-30,6.05505293244555,4.69785886363742,5.349,United States,2021Q2
2021-09-30,5.169383529299205,5.524094102858368,4.92425,United States,2021Q3
2021-12-31,4.28371412615286,6.3503293420793145,4.4995,United States,2021Q4
2022-03-31,3.3980447230065147,7.176564581300262,4.07475,United States,2022Q1
2022-06-30,2.51237531986017,8.00279982052121,3.65,United States,2022Q2
2022-09-30,2.606170491768845,7.031184461327127,3.647,United States,2022Q3
2022-12-31,2.69996566367752,6.059569102133045,3.644,United States,2022Q4
2023-03-31,2.793760835586195,5.0879537429389625,3.641,United States,2023Q1
2023-06-30,2.88755600749487,4.11633838374488,3.638,United States,2023Q2
2023-09-30,2.88755600749487,4.11633838374488,3.638,United States,2023Q3
2023-12-31,2.88755600749487,4.11633838374488,3.638,United States,2023Q4
